"","winner_player_id","loser_player_id","match_id","tourney_dates","player1rank","player2rank","Y"
"1","b293","r036","1991-201-b293-r036",7704,135,252,1
"2","b293","m338","1991-201-b293-m338",7704,135,147,1
"3","r036","w038","1991-201-r036-w038",7704,252,160,1
"4","b293","p021","1991-201-b293-p021",7704,135,129,1
"5","m338","g108","1991-201-m338-g108",7704,147,159,1
"6","r036","g196","1991-201-r036-g196",7704,252,149,1
"7","w038","h191","1991-201-w038-h191",7704,160,134,1
"8","r036","m028","1991-201-r036-m028",7704,252,148,1
"9","h191","o076","1991-201-h191-o076",7704,134,104,1
"10","g196","b037","1991-201-g196-b037",7704,149,111,1
"11","m338","e106","1991-201-m338-e106",7704,147,113,1
"12","b293","m412","1991-201-b293-m412",7704,135,179,1
"13","g108","a035","1991-201-g108-a035",7704,159,158,1
"14","p021","m443","1991-201-p021-m443",7704,129,396,1
"15","w038","a149","1991-201-w038-a149",7704,160,231,1
"16","g108","m035","1991-201-g108-m035",7704,159,42,1
"17","m028","f165","1991-201-m028-f165",7704,148,50,1
"18","a149","d008","1991-201-a149-d008",7704,231,62,1
"19","m412","f192","1991-201-m412-f192",7704,179,80,1
"20","o076","m059","1991-201-o076-m059",7704,104,277,1
"21","m443","m092","1991-201-m443-m092",7704,396,109,1
"22","b037","s410","1991-201-b037-s410",7704,111,309,1
"23","e106","b074","1991-201-e106-b074",7704,113,161,1
"24","a035","r012","1991-201-a035-r012",7704,158,121,1
"25","b293","d015","1991-201-b293-d015",7704,135,172,1
"26","g196","a018","1991-201-g196-a018",7704,149,229,1
"27","h191","p045","1991-201-h191-p045",7704,134,187,1
"28","m338","a141","1991-201-m338-a141",7704,147,115,1
"29","p021","t032","1991-201-p021-t032",7704,129,152,1
"30","r036","c018","1991-201-r036-c018",7704,252,167,1
"31","w038","d044","1991-201-w038-d044",7704,160,140,1
"32","a034","o076","1991-215-a034-o076",7970,28,98,1
"33","a034","s015","1991-215-a034-s015",7970,28,29,1
"34","o076","r177","1991-215-o076-r177",7970,98,212,1
"35","a034","p190","1991-215-a034-p190",7970,28,43,1
"36","s015","c252","1991-215-s015-c252",7970,29,37,1
"37","r177","m099","1991-215-r177-m099",7970,212,35,1
"38","o076","z045","1991-215-o076-z045",7970,98,91,1
"39","a034","d002","1991-215-a034-d002",7970,28,182,1
"40","s015","h228","1991-215-s015-h228",7970,29,123,1
"41","m099","g023","1991-215-m099-g023",7970,35,95,1
"42","r177","h223","1991-215-r177-h223",7970,212,36,1
"43","c252","r036","1991-215-c252-r036",7970,37,107,1
"44","o076","d015","1991-215-o076-d015",7970,98,41,1
"45","p190","c179","1991-215-p190-c179",7970,43,65,1
"46","z045","n210","1991-215-z045-n210",7970,91,286,1
"47","z045","s014","1991-215-z045-s014",7970,91,12,1
"48","a034","m338","1991-215-a034-m338",7970,28,64,1
"49","s015","c216","1991-215-s015-c216",7970,29,82,1
"50","m099","k016","1991-215-m099-k016",7970,35,56,1
"51","h223","m035","1991-215-h223-m035",7970,36,92,1
"52","c252","m031","1991-215-c252-m031",7970,37,104,1
"53","d015","v098","1991-215-d015-v098",7970,41,225,1
"54","p190","f041","1991-215-p190-f041",7970,43,79,1
"55","c179","w133","1991-215-c179-w133",7970,65,90,1
"56","d002","m412","1991-215-d002-m412",7970,182,72,1
"57","g023","e106","1991-215-g023-e106",7970,95,94,1
"58","h228","p218","1991-215-h228-p218",7970,123,148,1
"59","n210","m028","1991-215-n210-m028",7970,286,106,1
"60","o076","f031","1991-215-o076-f031",7970,98,69,1
"61","r036","b293","1991-215-r036-b293",7970,107,101,1
"62","r177","r224","1991-215-r177-r224",7970,212,272,1
"63","s351","s014","1991-224-s351-s014",7900,3,13,1
"64","s351","s055","1991-224-s351-s055",7900,3,26,1
"65","s014","c252","1991-224-s014-c252",7900,13,43,1
"66","s351","w136","1991-224-s351-w136",7900,3,33,1
"67","c252","b350","1991-224-c252-b350",7900,43,9,1
"68","s014","v037","1991-224-s014-v037",7900,13,24,1
"69","s055","c260","1991-224-s055-c260",7900,26,14,1
"70","s351","c216","1991-224-s351-c216",7900,3,72,1
"71","b350","h223","1991-224-b350-h223",7900,9,54,1
"72","s014","w133","1991-224-s014-w133",7900,13,87,1
"73","c260","f164","1991-224-c260-f164",7900,14,121,1
"74","v037","s015","1991-224-v037-s015",7900,24,55,1
"75","s055","a199","1991-224-s055-a199",7900,26,105,1
"76","w136","g023","1991-224-w136-g023",7900,33,132,1
"77","c252","k171","1991-224-c252-k171",7900,43,564,1
"78","s351","w035","1991-224-s351-w035",7900,3,91,1
"79","b350","s331","1991-224-b350-s331",7900,9,116,1
"80","s014","a177","1991-224-s014-a177",7900,13,538,1
"81","c260","t136","1991-224-c260-t136",7900,14,102,1
"82","v037","p198","1991-224-v037-p198",7900,24,104,1
"83","s055","f196","1991-224-s055-f196",7900,26,69,1
"84","w136","b040","1991-224-w136-b040",7900,33,48,1
"85","c252","s454","1991-224-c252-s454",7900,43,269,1
"86","a199","k024","1991-224-a199-k024",7900,105,109,1
"87","c216","k030","1991-224-c216-k030",7900,72,81,1
"88","f164","a031","1991-224-f164-a031",7900,121,63,1
"89","g023","e106","1991-224-g023-e106",7900,132,80,1
"90","h223","n102","1991-224-h223-n102",7900,54,377,1
"91","k171","p218","1991-224-k171-p218",7900,564,186,1
"92","s015","p226","1991-224-s015-p226",7900,55,68,1
"93","w133","r186","1991-224-w133-r186",7900,87,78,1
"94","f041","z045","1991-237-f041-z045",7963,95,91,1
"95","f041","r177","1991-237-f041-r177",7963,95,210,1
"96","z045","c179","1991-237-z045-c179",7963,91,67,1
"97","c179","g023","1991-237-c179-g023",7963,67,97,1
"98","f041","r224","1991-237-f041-r224",7963,95,273,1
"99","r177","w133","1991-237-r177-w133",7963,210,90,1
"100","z045","l202","1991-237-z045-l202",7963,91,86,1
"101","z045","a034","1991-237-z045-a034",7963,91,31,1
"102","r224","h223","1991-237-r224-h223",7963,273,36,1
"103","c179","c252","1991-237-c179-c252",7963,67,37,1
"104","f041","p190","1991-237-f041-p190",7963,95,43,1
"105","l202","d015","1991-237-l202-d015",7963,86,57,1
"106","w133","f200","1991-237-w133-f200",7963,90,59,1
"107","g023","b293","1991-237-g023-b293",7963,97,87,1
"108","r177","m035","1991-237-r177-m035",7963,210,94,1
"109","m035","m099","1991-237-m035-m099",7963,94,29,1
"110","a034","f031","1991-237-a034-f031",7963,31,70,1
"111","b293","s015","1991-237-b293-s015",7963,87,32,1
"112","h223","m031","1991-237-h223-m031",7963,36,103,1
"113","c252","m412","1991-237-c252-m412",7963,37,74,1
"114","p190","o076","1991-237-p190-o076",7963,43,111,1
"115","d015","e106","1991-237-d015-e106",7963,57,105,1
"116","f200","f165","1991-237-f200-f165",7963,59,80,1
"117","c179","h228","1991-237-c179-h228",7963,67,109,1
"118","f041","m028","1991-237-f041-m028",7963,95,100,1
"119","g023","a040","1991-237-g023-a040",7963,97,102,1
"120","l202","a183","1991-237-l202-a183",7963,86,301,1
"121","r177","m338","1991-237-r177-m338",7963,210,65,1
"122","r224","m092","1991-237-r224-m092",7963,273,233,1
"123","w133","k171","1991-237-w133-k171",7963,90,356,1
"124","z045","n210","1991-237-z045-n210",7963,91,289,1
"125","m069","o076","1991-240-m069-o076",7977,119,98,1
"126","o076","c252","1991-240-o076-c252",7977,98,37,1
"127","m069","g023","1991-240-m069-g023",7977,119,89,1
"128","c252","m031","1991-240-c252-m031",7977,37,103,1
"129","g023","r216","1991-240-g023-r216",7977,89,212,1
"130","m069","m412","1991-240-m069-m412",7977,119,74,1
"131","o076","m028","1991-240-o076-m028",7977,98,120,1
"132","m031","s014","1991-240-m031-s014",7977,103,12,1
"133","m412","s015","1991-240-m412-s015",7977,74,29,1
"134","c252","m092","1991-240-c252-m092",7977,37,231,1
"135","g023","z045","1991-240-g023-z045",7977,89,67,1
"136","m028","r177","1991-240-m028-r177",7977,120,183,1
"137","m069","l202","1991-240-m069-l202",7977,119,79,1
"138","o076","c216","1991-240-o076-c216",7977,98,83,1
"139","r216","f031","1991-240-r216-f031",7977,212,70,1
"140","s014","c179","1991-240-s014-c179",7977,12,58,1
"141","z045","m372","1991-240-z045-m372",7977,67,22,1
"142","r177","a034","1991-240-r177-a034",7977,183,25,1
"143","s015","m035","1991-240-s015-m035",7977,29,96,1
"144","c216","h223","1991-240-c216-h223",7977,83,36,1
"145","c252","w133","1991-240-c252-w133",7977,37,85,1
"146","r216","j004","1991-240-r216-j004",7977,212,46,1
"147","f031","m338","1991-240-f031-m338",7977,70,65,1
"148","g023","k016","1991-240-g023-k016",7977,89,56,1
"149","l202","a040","1991-240-l202-a040",7977,79,99,1
"150","m028","h228","1991-240-m028-h228",7977,120,124,1
"151","m412","b293","1991-240-m412-b293",7977,74,93,1
"152","m031","s352","1991-240-m031-s352",7977,103,216,1
"153","m069","f041","1991-240-m069-f041",7977,119,62,1
"154","m092","f204","1991-240-m092-f204",7977,231,169,1
"155","o076","f165","1991-240-o076-f165",7977,98,81,1
"156","n025","f031","1991-301-n025-f031",7676,NA,NA,1
"157","n025","v002","1991-301-n025-v002",7676,NA,NA,1
"158","f031","m035","1991-301-f031-m035",7676,NA,NA,1
"159","f031","s014","1991-301-f031-s014",7676,NA,NA,1
"160","n025","j084","1991-301-n025-j084",7676,NA,NA,1
"161","m035","b040","1991-301-m035-b040",7676,NA,NA,1
"162","v002","k030","1991-301-v002-k030",7676,NA,NA,1
"163","s014","w124","1991-301-s014-w124",7676,NA,NA,1
"164","v002","c031","1991-301-v002-c031",7676,NA,NA,1
"165","n025","c046","1991-301-n025-c046",7676,NA,NA,1
"166","m035","y017","1991-301-m035-y017",7676,NA,NA,1
"167","j084","c009","1991-301-j084-c009",7676,NA,NA,1
"168","k030","a028","1991-301-k030-a028",7676,NA,NA,1
"169","b040","a199","1991-301-b040-a199",7676,NA,NA,1
"170","f031","j008","1991-301-f031-j008",7676,NA,NA,1
"171","s014","f192","1991-301-s014-f192",7676,NA,NA,1
"172","c031","r193","1991-301-c031-r193",7676,NA,NA,1
"173","a199","f164","1991-301-a199-f164",7676,NA,NA,1
"174","n025","m093","1991-301-n025-m093",7676,NA,NA,1
"175","m035","e061","1991-301-m035-e061",7676,NA,NA,1
"176","c009","c252","1991-301-c009-c252",7676,NA,NA,1
"177","a028","r023","1991-301-a028-r023",7676,NA,NA,1
"178","j008","b051","1991-301-j008-b051",7676,NA,NA,1
"179","b040","s015","1991-301-b040-s015",7676,NA,NA,1
"180","c046","p004","1991-301-c046-p004",7676,NA,NA,1
"181","f031","s321","1991-301-f031-s321",7676,NA,NA,1
"182","j084","s367","1991-301-j084-s367",7676,NA,NA,1
"183","k030","k024","1991-301-k030-k024",7676,NA,NA,1
"184","v002","w011","1991-301-v002-w011",7676,NA,NA,1
"185","w124","g055","1991-301-w124-g055",7676,NA,NA,1
"186","y017","e025","1991-301-y017-e025",7676,NA,NA,1
"187","s080","a034","1991-306-s080-a034",7837,72,43,1
"188","a034","m031","1991-306-a034-m031",7837,43,98,1
"189","s080","m099","1991-306-s080-m099",7837,72,116,1
"190","s080","a006","1991-306-s080-a006",7837,72,29,1
"191","a034","a040","1991-306-a034-a040",7837,43,130,1
"192","m031","f031","1991-306-m031-f031",7837,98,78,1
"193","m099","p226","1991-306-m099-p226",7837,116,87,1
"194","a006","m475","1991-306-a006-m475",7837,29,550,1
"195","m031","k016","1991-306-m031-k016",7837,98,40,1
"196","a034","c179","1991-306-a034-c179",7837,43,176,1
"197","p226","s424","1991-306-p226-s424",7837,87,44,1
"198","a040","f192","1991-306-a040-f192",7837,130,50,1
"199","s080","w133","1991-306-s080-w133",7837,72,95,1
"200","f031","j084","1991-306-f031-j084",7837,78,89,1
"201","m099","p235","1991-306-m099-p235",7837,116,94,1
"202","a006","a141","1991-306-a006-a141",7837,29,122,1
"203","k016","m412","1991-306-k016-m412",7837,40,114,1
"204","a034","c113","1991-306-a034-c113",7837,43,111,1
"205","s424","c035","1991-306-s424-c035",7837,44,188,1
"206","f192","v098","1991-306-f192-v098",7837,50,201,1
"207","p235","s015","1991-306-p235-s015",7837,94,62,1
"208","s080","b037","1991-306-s080-b037",7837,72,121,1
"209","f031","n117","1991-306-f031-n117",7837,78,202,1
"210","a040","d198","1991-306-a040-d198",7837,130,146,1
"211","c179","f200","1991-306-c179-f200",7837,176,159,1
"212","j084","p037","1991-306-j084-p037",7837,89,119,1
"213","m031","c013","1991-306-m031-c013",7837,98,234,1
"214","m475","m197","1991-306-m475-m197",7837,550,108,1
"215","m099","c028","1991-306-m099-c028",7837,116,104,1
"216","p226","g254","1991-306-p226-g254",7837,87,665,1
"217","w133","r012","1991-306-w133-r012",7837,95,118,1
"218","g182","p190","1991-308-g182-p190",7788,34,25,1
"219","g182","l018","1991-308-g182-l018",7788,34,3,1
"220","p190","b040","1991-308-p190-b040",7788,25,48,1
"221","l018","w029","1991-308-l018-w029",7788,3,69,1
"222","p190","i034","1991-308-p190-i034",7788,25,8,1
"223","b040","j084","1991-308-b040-j084",7788,48,95,1
"224","g182","r023","1991-308-g182-r023",7788,34,104,1
"225","l018","p050","1991-308-l018-p050",7788,3,40,1
"226","i034","j008","1991-308-i034-j008",7788,8,67,1
"227","p190","e061","1991-308-p190-e061",7788,25,130,1
"228","b040","v002","1991-308-b040-v002",7788,48,59,1
"229","g182","s055","1991-308-g182-s055",7788,34,32,1
"230","j084","p254","1991-308-j084-p254",7788,95,320,1
"231","r023","j006","1991-308-r023-j006",7788,104,39,1
"232","w029","b035","1991-308-w029-b035",7788,69,174,1
"233","l018","m093","1991-308-l018-m093",7788,3,75,1
"234","i034","w144","1991-308-i034-w144",7788,8,152,1
"235","j006","s101","1991-308-j006-s101",7788,39,10,1
"236","p254","m047","1991-308-p254-m047",7788,320,13,1
"237","b040","m099","1991-308-b040-m099",7788,48,16,1
"238","g182","s351","1991-308-g182-s351",7788,34,18,1
"239","p190","a007","1991-308-p190-a007",7788,25,36,1
"240","w029","v037","1991-308-w029-v037",7788,69,26,1
"241","b035","d008","1991-308-b035-d008",7788,174,57,1
"242","e061","v036","1991-308-e061-v036",7788,130,277,1
"243","j008","a006","1991-308-j008-a006",7788,67,30,1
"244","j084","m475","1991-308-j084-m475",7788,95,1024,1
"245","p050","w035","1991-308-p050-w035",7788,40,77,1
"246","r023","m372","1991-308-r023-m372",7788,104,102,1
"247","s055","m012","1991-308-s055-m012",7788,32,45,1
"248","v002","s080","1991-308-v002-s080",7788,59,89,1
"249","a034","f165","1991-309-a034-f165",7788,52,46,1
"250","a034","n025","1991-309-a034-n025",7788,52,21,1
"251","f165","s015","1991-309-f165-s015",7788,46,76,1
"252","n025","d006","1991-309-n025-d006",7788,21,50,1
"253","f165","e106","1991-309-f165-e106",7788,46,119,1
"254","a034","c028","1991-309-a034-c028",7788,52,79,1
"255","s015","l202","1991-309-s015-l202",7788,76,157,1
"256","s015","b350","1991-309-s015-b350",7788,76,15,1
"257","e106","g023","1991-309-e106-g023",7788,119,17,1
"258","n025","m092","1991-309-n025-m092",7788,21,131,1
"259","f165","o076","1991-309-f165-o076",7788,46,107,1
"260","d006","w023","1991-309-d006-w023",7788,50,64,1
"261","a034","a141","1991-309-a034-a141",7788,52,128,1
"262","c028","f192","1991-309-c028-f192",7788,79,65,1
"263","l202","s367","1991-309-l202-s367",7788,157,124,1
"264","f192","s014","1991-309-f192-s014",7788,65,11,1
"265","b350","c216","1991-309-b350-c216",7788,15,73,1
"266","g023","d198","1991-309-g023-d198",7788,17,116,1
"267","n025","n109","1991-309-n025-n109",7788,21,114,1
"268","f165","c252","1991-309-f165-c252",7788,46,66,1
"269","d006","g053","1991-309-d006-g053",7788,50,110,1
"270","a034","c276","1991-309-a034-c276",7788,52,376,1
"271","s367","m035","1991-309-s367-m035",7788,124,61,1
"272","a141","r035","1991-309-a141-r035",7788,128,NA,1
"273","c028","m031","1991-309-c028-m031",7788,79,105,1
"274","e106","s072","1991-309-e106-s072",7788,119,136,1
"275","l202","a040","1991-309-l202-a040",7788,157,106,1
"276","m092","c044","1991-309-m092-c044",7788,131,310,1
"277","o076","b293","1991-309-o076-b293",7788,107,74,1
"278","s015","b037","1991-309-s015-b037",7788,76,121,1
"279","w023","d170","1991-309-w023-d170",7788,64,713,1
"280","m099","s055","1991-310-m099-s055",7830,57,25,1
"281","s055","m031","1991-310-s055-m031",7830,25,99,1
"282","m099","c179","1991-310-m099-c179",7830,57,200,1
"283","s055","m412","1991-310-s055-m412",7830,25,126,1
"284","m031","l206","1991-310-m031-l206",7830,99,46,1
"285","m099","s424","1991-310-m099-s424",7830,57,50,1
"286","c179","a031","1991-310-c179-a031",7830,200,58,1
"287","s055","w133","1991-310-s055-w133",7830,25,93,1
"288","c179","f164","1991-310-c179-f164",7830,200,42,1
"289","l206","j084","1991-310-l206-j084",7830,46,104,1
"290","m412","f192","1991-310-m412-f192",7830,126,48,1
"291","s424","r177","1991-310-s424-r177",7830,50,132,1
"292","a031","v098","1991-310-a031-v098",7830,58,198,1
"293","m031","s015","1991-310-m031-s015",7830,99,54,1
"294","m099","c028","1991-310-m099-c028",7830,57,77,1
"295","s055","p226","1991-310-s055-p226",7830,25,105,1
"296","c028","c009","1991-310-c028-c009",7830,77,29,1
"297","v098","k016","1991-310-v098-k016",7830,198,37,1
"298","m031","a034","1991-310-m031-a034",7830,99,40,1
"299","f164","g254","1991-310-f164-g254",7830,42,663,1
"300","l206","m382","1991-310-l206-m382",7830,46,356,1
"301","f192","r023","1991-310-f192-r023",7830,48,101,1
"302","s424","r193","1991-310-s424-r193",7830,50,88,1
"303","a031","m197","1991-310-a031-m197",7830,58,106,1
"304","c179","a040","1991-310-c179-a040",7830,200,138,1
"305","j084","p235","1991-310-j084-p235",7830,104,97,1
"306","m412","s080","1991-310-m412-s080",7830,126,73,1
"307","m099","r012","1991-310-m099-r012",7830,57,114,1
"308","r177","d006","1991-310-r177-d006",7830,132,69,1
"309","s015","p037","1991-310-s015-p037",7830,54,116,1
"310","w133","m475","1991-310-w133-m475",7830,93,552,1
"311","e004","w123","1991-311-e004-w123",7830,1,26,1
"312","e004","w124","1991-311-e004-w124",7830,1,84,1
"313","w123","j006","1991-311-w123-j006",7830,26,36,1
"314","e004","c023","1991-311-e004-c023",7830,1,82,1
"315","w123","c274","1991-311-w123-c274",7830,26,10,1
"316","j006","c046","1991-311-j006-c046",7830,36,85,1
"317","w124","f028","1991-311-w124-f028",7830,84,223,1
"318","e004","s331","1991-311-e004-s331",7830,1,103,1
"319","c274","r186","1991-311-c274-r186",7830,10,91,1
"320","w123","k030","1991-311-w123-k030",7830,26,96,1
"321","j006","o076","1991-311-j006-o076",7830,36,89,1
"322","c023","w136","1991-311-c023-w136",7830,82,39,1
"323","c046","m338","1991-311-c046-m338",7830,85,95,1
"324","f028","v014","1991-311-f028-v014",7830,223,102,1
"325","w124","k172","1991-311-w124-k172",7830,84,216,1
"326","e004","b053","1991-311-e004-b053",7830,1,140,1
"327","c046","l018","1991-311-c046-l018",7830,85,3,1
"328","k172","s402","1991-311-k172-s402",7830,216,6,1
"329","c274","s404","1991-311-c274-s404",7830,10,271,1
"330","f028","r043","1991-311-f028-r043",7830,223,24,1
"331","w123","b397","1991-311-w123-b397",7830,26,364,1
"332","j006","p014","1991-311-j006-p014",7830,36,109,1
"333","w136","f196","1991-311-w136-f196",7830,39,79,1
"334","c023","c057","1991-311-c023-c057",7830,82,52,1
"335","o076","j008","1991-311-o076-j008",7830,89,56,1
"336","r186","w029","1991-311-r186-w029",7830,91,67,1
"337","k030","f041","1991-311-k030-f041",7830,96,127,1
"338","m338","g108","1991-311-m338-g108",7830,95,107,1
"339","s331","l044","1991-311-s331-l044",7830,103,78,1
"340","v014","k024","1991-311-v014-k024",7830,102,94,1
"341","w124","b021","1991-311-w124-b021",7830,84,212,1
"342","c057","p045","1991-311-c057-p045",7830,52,183,1
"343","j008","t136","1991-311-j008-t136",7830,56,86,1
"344","k030","w023","1991-311-k030-w023",7830,96,59,1
"345","v014","m030","1991-311-v014-m030",7830,102,61,1
"346","w124","d004","1991-311-w124-d004",7830,84,63,1
"347","w029","h228","1991-311-w029-h228",7830,67,110,1
"348","l044","p004","1991-311-l044-p004",7830,78,68,1
"349","g108","w035","1991-311-g108-w035",7830,107,72,1
"350","b021","p012","1991-311-b021-p012",7830,212,90,1
"351","b397","g039","1991-311-b397-g039",7830,364,75,1
"352","b053","g022","1991-311-b053-g022",7830,140,118,1
"353","c023","b168","1991-311-c023-b168",7830,82,189,1
"354","c046","l008","1991-311-c046-l008",7830,85,178,1
"355","f196","m408","1991-311-f196-m408",7830,79,149,1
"356","f028","b322","1991-311-f028-b322",7830,223,1012,1
"357","f041","m064","1991-311-f041-m064",7830,127,272,1
"358","k172","b293","1991-311-k172-b293",7830,216,83,1
"359","k024","m035","1991-311-k024-m035",7830,94,74,1
"360","m338","m096","1991-311-m338-m096",7830,95,76,1
"361","o076","c246","1991-311-o076-c246",7830,89,205,1
"362","p014","h029","1991-311-p014-h029",7830,109,122,1
"363","r186","k133","1991-311-r186-k133",7830,91,139,1
"364","s404","a028","1991-311-s404-a028",7830,271,98,1
"365","s331","k021","1991-311-s331-k021",7830,103,146,1
"366","c012","g053","1991-312-c012-g053",7809,207,114,1
"367","g053","c009","1991-312-g053-c009",7809,114,29,1
"368","c012","t136","1991-312-c012-t136",7809,207,106,1
"369","c009","m035","1991-312-c009-m035",7809,29,71,1
"370","c012","m099","1991-312-c012-m099",7809,207,34,1
"371","g053","m031","1991-312-g053-m031",7809,114,103,1
"372","t136","o076","1991-312-t136-o076",7809,106,96,1
"373","c009","c113","1991-312-c009-c113",7809,29,110,1
"374","m099","m338","1991-312-m099-m338",7809,34,97,1
"375","c012","s015","1991-312-c012-s015",7809,207,66,1
"376","o076","v002","1991-312-o076-v002",7809,96,68,1
"377","m035","r012","1991-312-m035-r012",7809,71,115,1
"378","g053","c013","1991-312-g053-c013",7809,114,299,1
"379","m031","f196","1991-312-m031-f196",7809,103,85,1
"380","t136","m197","1991-312-t136-m197",7809,106,102,1
"381","t136","r043","1991-312-t136-r043",7809,106,25,1
"382","c009","n109","1991-312-c009-n109",7809,29,132,1
"383","m099","s288","1991-312-m099-s288",7809,34,109,1
"384","g053","f164","1991-312-g053-f164",7809,114,39,1
"385","m031","c252","1991-312-m031-c252",7809,103,54,1
"386","s015","e106","1991-312-s015-e106",7809,66,107,1
"387","v002","g200","1991-312-v002-g200",7809,68,185,1
"388","m035","m093","1991-312-m035-m093",7809,71,86,1
"389","c013","b037","1991-312-c013-b037",7809,299,120,1
"390","c012","s331","1991-312-c012-s331",7809,207,100,1
"391","c113","b293","1991-312-c113-b293",7809,110,76,1
"392","f196","c023","1991-312-f196-c023",7809,85,79,1
"393","m197","m401","1991-312-m197-m401",7809,102,262,1
"394","m338","r216","1991-312-m338-r216",7809,97,182,1
"395","o076","c216","1991-312-o076-c216",7809,96,77,1
"396","r012","s367","1991-312-r012-s367",7809,115,134,1
"397","s014","b350","1991-314-s014-b350",7858,12,6,1
"398","b350","i034","1991-314-b350-i034",7858,6,10,1
"399","s014","n025","1991-314-s014-n025",7858,12,15,1
"400","b350","g023","1991-314-b350-g023",7858,6,113,1
"401","n025","s351","1991-314-n025-s351",7858,15,7,1
"402","i034","d008","1991-314-i034-d008",7858,10,49,1
"403","s014","j004","1991-314-s014-j004",7858,12,32,1
"404","b350","a006","1991-314-b350-a006",7858,6,31,1
"405","s351","v141","1991-314-s351-v141",7858,7,523,1
"406","j004","f035","1991-314-j004-f035",7858,32,8,1
"407","i034","w123","1991-314-i034-w123",7858,10,20,1
"408","s014","k023","1991-314-s014-k023",7858,12,57,1
"409","n025","m063","1991-314-n025-m063",7858,15,230,1
"410","g023","p050","1991-314-g023-p050",7858,113,18,1
"411","d008","s055","1991-314-d008-s055",7858,49,22,1
"412","b350","m030","1991-314-b350-m030",7858,6,52,1
"413","s351","s329","1991-314-s351-s329",7858,7,326,1
"414","f035","v002","1991-314-f035-v002",7858,8,62,1
"415","i034","s015","1991-314-i034-s015",7858,10,66,1
"416","s014","h274","1991-314-s014-h274",7858,12,267,1
"417","s055","h025","1991-314-s055-h025",7858,22,14,1
"418","n025","c031","1991-314-n025-c031",7858,15,30,1
"419","p050","s424","1991-314-p050-s424",7858,18,39,1
"420","a006","p190","1991-314-a006-p190",7858,31,26,1
"421","d008","c252","1991-314-d008-c252",7858,49,45,1
"422","g023","s080","1991-314-g023-s080",7858,113,44,1
"423","j004","k148","1991-314-j004-k148",7858,32,71,1
"424","k023","a034","1991-314-k023-a034",7858,57,35,1
"425","m063","c009","1991-314-m063-c009",7858,230,28,1
"426","v141","j085","1991-314-v141-j085",7858,523,235,1
"427","w123","r214","1991-314-w123-r214",7858,20,34,1
"428","s380","f041","1991-315-s380-f041",7858,137,128,1
"429","f041","k021","1991-315-f041-k021",7858,128,160,1
"430","s380","m442","1991-315-s380-m442",7858,137,171,1
"431","k021","e106","1991-315-k021-e106",7858,160,106,1
"432","s380","v014","1991-315-s380-v014",7858,137,111,1
"433","f041","l010","1991-315-f041-l010",7858,128,161,1
"434","m442","w038","1991-315-m442-w038",7858,171,169,1
"435","m442","l044","1991-315-m442-l044",7858,171,64,1
"436","l010","s288","1991-315-l010-s288",7858,161,82,1
"437","e106","r254","1991-315-e106-r254",7858,106,362,1
"438","v014","k022","1991-315-v014-k022",7858,111,1045,1
"439","f041","p233","1991-315-f041-p233",7858,128,614,1
"440","k021","p045","1991-315-k021-p045",7858,160,192,1
"441","s380","s403","1991-315-s380-s403",7858,137,NA,1
"442","w038","a027","1991-315-w038-a027",7858,169,243,1
"443","l044","b074","1991-315-l044-b074",7858,64,143,1
"444","s288","b298","1991-315-s288-b298",7858,82,155,1
"445","s380","b293","1991-315-s380-b293",7858,137,83,1
"446","e106","e116","1991-315-e106-e116",7858,106,559,1
"447","v014","y002","1991-315-v014-y002",7858,111,159,1
"448","p045","g022","1991-315-p045-g022",7858,192,126,1
"449","f041","m172","1991-315-f041-m172",7858,128,921,1
"450","a027","h191","1991-315-a027-h191",7858,243,131,1
"451","k021","o086","1991-315-k021-o086",7858,160,156,1
"452","k022","g174","1991-315-k022-g174",7858,1045,NA,1
"453","l010","m408","1991-315-l010-m408",7858,161,151,1
"454","m442","r029","1991-315-m442-r029",7858,171,229,1
"455","p233","s321","1991-315-p233-s321",7858,614,191,1
"456","r254","m399","1991-315-r254-m399",7858,362,163,1
"457","s403","s429","1991-315-s403-s429",7858,NA,408,1
"458","w038","n104","1991-315-w038-n104",7858,169,467,1
"459","g182","m372","1991-316-g182-m372",7858,19,54,1
"460","g182","b040","1991-316-g182-b040",7858,19,58,1
"461","m372","v037","1991-316-m372-v037",7858,54,25,1
"462","g182","a035","1991-316-g182-a035",7858,19,115,1
"463","v037","j084","1991-316-v037-j084",7858,25,87,1
"464","m372","l206","1991-316-m372-l206",7858,54,63,1
"465","b040","g053","1991-316-b040-g053",7858,58,97,1
"466","g182","k133","1991-316-g182-k133",7858,19,168,1
"467","v037","p024","1991-316-v037-p024",7858,25,290,1
"468","j084","f165","1991-316-j084-f165",7858,87,36,1
"469","b040","k181","1991-316-b040-k181",7858,58,38,1
"470","m372","p037","1991-316-m372-p037",7858,54,127,1
"471","a035","e061","1991-316-a035-e061",7858,115,152,1
"472","g053","m031","1991-316-g053-m031",7858,97,67,1
"473","l206","w001","1991-316-l206-w001",7858,63,247,1
"474","l206","c260","1991-316-l206-c260",7858,63,13,1
"475","g182","m197","1991-316-g182-m197",7858,19,108,1
"476","v037","p004","1991-316-v037-p004",7858,25,60,1
"477","m031","j006","1991-316-m031-j006",7858,67,29,1
"478","f165","w133","1991-316-f165-w133",7858,36,95,1
